name,value,url,rating,reviews
"Samsung 28L, Convection Microwave Oven with Curd Making(MC28A5013AK/TL, Black, 10 Yr warranty)",12790.0,https://www.amazon.in/Samsung-Convection-Microwave-MC28A5013AK-TL/dp/B09XBMXQ34/ref=sr_1_3?dib=eyJ2IjoiMSJ9.qNT2ARaxmRMZw7QQqZrjP_J6aBJ087p2l4rUaqraQTOyo4efwmXJqyW_vRpbwD54U168-hZLTNM5ZLXMdlOBbyGAC_J-GyQiu0b_2ZhIbtgvjqKbpsUkRhDxZRqP9xFVvpW3tPGZ6jXkF_Tule-lgwgZlBe4hHyoUGYHoxgpf0nQaa6PrFvtoycPTDnb2HWKKLekhA3jQXbh0cd0PHEsQhXkVO833eznjHmHrE3pK64.KQkKtVv9cFvtgdIIBvYkLwFfS7c2uVjKn5iH1YGThwY&dib_tag=se&keywords=Microwave+energy+efficient&qid=1744047771&sr=8-3,4.1,
"wipro Garnet 5W LED Linear Cabinet Light | Bright & Energy Efficient Tubelight for Home | Cool Day Light (6500K) | Under Cabinet Light for Wardrobe,Kitchen Shelf | Aluminium case| 1Feet, Pack of 1",273.0,https://www.amazon.in/wipro-Garnet-Cabinet-Coolwhite-Aluminium/dp/B0B5D4PB9Q/ref=sr_1_1?dib=eyJ2IjoiMSJ9.QLKzbgbpl53WvLJchSimOwiMIpk0sS27j-rOiDIKkCweKDDmhiGaa0sh_QPnw-wUocpJhMAn921W9aLFdelevR1aJ5Lbg83f5DhoVS-kZBS6KLaU-lXjfoFbO2QLaHK9Q-oqgdnO4bJNtsPjfu7jWs3VSY8RVB-Kqj583GL9kS3vUl8J7PxCfdolDlAs4fYWdjVf9JsVqPMEuICZCxZAXFktQcdOlCjIy8vyJShDB6A.5ox7REPMBuhof34EARss88dlE5gYrlFfClGSCSYPRDc&dib_tag=se&keywords=Workstation+energy+efficient&qid=1744047775&sr=8-1,4.1,
"Gesto Magnetic Recharbale Desk Lamp – 3 Color Under Cabinet Light With Adjustable Brightness | Desk Light for Office Table,Study Table Lamp For Students | Study Lamp Or Battery Operated Reading Lights",625.0,https://www.amazon.in/Gesto-Magnetic-Recharbale-Desk-Lamp/dp/B0CFY8VYFD/ref=sr_1_2?dib=eyJ2IjoiMSJ9.QLKzbgbpl53WvLJchSimOwiMIpk0sS27j-rOiDIKkCweKDDmhiGaa0sh_QPnw-wUocpJhMAn921W9aLFdelevR1aJ5Lbg83f5DhoVS-kZBS6KLaU-lXjfoFbO2QLaHK9Q-oqgdnO4bJNtsPjfu7jWs3VSY8RVB-Kqj583GL9kS3vUl8J7PxCfdolDlAs4fYWdjVf9JsVqPMEuICZCxZAXFktQcdOlCjIy8vyJShDB6A.5ox7REPMBuhof34EARss88dlE5gYrlFfClGSCSYPRDc&dib_tag=se&keywords=Workstation+energy+efficient&qid=1744047775&sr=8-2,3.6,
"Tefal Multi-Purpose Power XXL Animal KIT Vacuum Cleaner / 2200W Energy Efficient/High Efficiency Suction Head / 8.4-Meter Cable/Filtration Technology, Super Silent Operation / 4.5-Liter Capacity",8499.01,https://www.amazon.in/Tefal-Multi-Purpose-XXL-Efficiency-Filtration/dp/B09B9NW9X7/ref=sr_1_1?dib=eyJ2IjoiMSJ9.uEW3fqSJW7charwzlkTYNoFTYvgbqCOtP8CnZjRG5DCj-Vwo5hhoQ6RmZA5oqsam_p2xwVqF5RV0kzmUYxMN9-eeqLeVNKvuabh6I22ezyQEIZxjem_ZZ_aitiktr1acP2xEXk0L0ZoGRn7FcyOYcDOeg5Z8A4MEwPnMLK1JNpE6h0CYutg0pm6y-YsyVx5O9h2Kgp83FS4cNdJnAuTga95CGgc8BEzTx7XF8Eyrgqs.RE2CnLj9fpGdnt-yQtDiLL7atDKs6R_QXCQE6tzz0ws&dib_tag=se&keywords=Vacuum+Cleaner+energy+efficient&qid=1744047777&sr=8-1,3.8,
"Eureka Forbes Compact 700 Watts Powerful Suction & Blower Vacuum Cleaner with Washable HEPA Filter & 6 Accessories,Compact,1 Year Warranty,Light Weight & Easy to use (Red & Black)",3099.0,https://www.amazon.in/Eureka-Forbes-Compact-Cleaner-Washable/dp/B08H29H34F/ref=sr_1_2?dib=eyJ2IjoiMSJ9.uEW3fqSJW7charwzlkTYNoFTYvgbqCOtP8CnZjRG5DCj-Vwo5hhoQ6RmZA5oqsam_p2xwVqF5RV0kzmUYxMN9-eeqLeVNKvuabh6I22ezyQEIZxjem_ZZ_aitiktr1acP2xEXk0L0ZoGRn7FcyOYcDOeg5Z8A4MEwPnMLK1JNpE6h0CYutg0pm6y-YsyVx5O9h2Kgp83FS4cNdJnAuTga95CGgc8BEzTx7XF8Eyrgqs.RE2CnLj9fpGdnt-yQtDiLL7atDKs6R_QXCQE6tzz0ws&dib_tag=se&keywords=Vacuum+Cleaner+energy+efficient&qid=1744047777&sr=8-2,4.2,
Resonate RouterUPS® Gen2 | Original Router UPS for 12V WiFi Router & Modem (Supports up to 2A) (7800mAh - 95% Longer Power Backup) | Compact Mini UPS with Intelligent Charging (Upto 6 Hrs Internet),1799.0,https://www.amazon.in/Resonate-RouterUPS%C2%AE-Original-Intelligent-Certified/dp/B017NC2IPM/ref=sr_1_1?dib=eyJ2IjoiMSJ9.N2DorOh3QvTEFg9FcJmReJ-k-UcaauzdJtXSup5EYjjJllmidPQdGmWIG-EJAzFfIE9w8xCQL8Hz8t4V0b8yoyVRpU5nF0B2nUVda2m4gwDRJCkPu_Vp0JCEZbF49snF64_En1aUk4p0bNCl5fwCLOX7Wryrg15mI-a4_JFp6-AW-2HsPZBiRWk5F9VX64oiB8q4K0sqZtNwdI39SEdgkr9ERac3KjKUZj31jnj51yg.Tz3OvH4hNu6BmmQuG3kryDocQfYRI0KMNgzXuj1n6Js&dib_tag=se&keywords=Router+energy+efficient&qid=1744047780&sr=8-1,4.2,
Samsung 80 cm (32 inches) HD Ready Smart LED TV UA32T4380AKXXL (Glossy Black),14990.0,https://www.amazon.in/Samsung-inches-Ready-UA32T4380AKXXL-Glossy/dp/B0B8YTGC23/ref=sr_1_1?dib=eyJ2IjoiMSJ9.Plzxr4Ip68fLl1AwpKjKO4eO1DcqHxkmWgNUrtKJvkpORtmhuW4nOor0PrRlqAh2pXcWcOE6hW7rc5MWnJISDkzxXu3p6OzKIpMuoU-CtuTTOW7bEeuqU-U3Oyc4X5Vu9Ip9LIgeH24sjud-CeJsa-Hdu-P_p-52Ar1qiEwIt04HJPvQCq_r1l7MPgKgCWQ80MBVInOahGZzM8An_P31jZuBxolpFfjz-z2X0GI-tMg.WzFXW7DPK-XIfn_PudasDvAbFG-NDn6DRENLQQAcxRk&dib_tag=se&keywords=Smart+TV+energy+efficient&qid=1744047784&sr=8-1,4.1,
Redmi Xiaomi 80 cm (32 inches) F Series HD Ready Smart LED Fire TV L32MA-FVIN (Black),11499.0,https://www.amazon.in/Redmi-inches-Ready-Smart-L32MA-FVIN/dp/B0D4LJ9WVW/ref=sr_1_2?dib=eyJ2IjoiMSJ9.Plzxr4Ip68fLl1AwpKjKO4eO1DcqHxkmWgNUrtKJvkpORtmhuW4nOor0PrRlqAh2pXcWcOE6hW7rc5MWnJISDkzxXu3p6OzKIpMuoU-CtuTTOW7bEeuqU-U3Oyc4X5Vu9Ip9LIgeH24sjud-CeJsa-Hdu-P_p-52Ar1qiEwIt04HJPvQCq_r1l7MPgKgCWQ80MBVInOahGZzM8An_P31jZuBxolpFfjz-z2X0GI-tMg.WzFXW7DPK-XIfn_PudasDvAbFG-NDn6DRENLQQAcxRk&dib_tag=se&keywords=Smart+TV+energy+efficient&qid=1744047784&sr=8-2,4.1,
TCL 101 cm (40 inches) Metallic Bezel-Less Full HD Smart Android LED TV 40L4B (Black),15490.0,https://www.amazon.in/TCL-Mettalic-Bezel-Less-Android-40L4B/dp/B0CZ6QF29Y/ref=sr_1_3?dib=eyJ2IjoiMSJ9.Plzxr4Ip68fLl1AwpKjKO4eO1DcqHxkmWgNUrtKJvkpORtmhuW4nOor0PrRlqAh2pXcWcOE6hW7rc5MWnJISDkzxXu3p6OzKIpMuoU-CtuTTOW7bEeuqU-U3Oyc4X5Vu9Ip9LIgeH24sjud-CeJsa-Hdu-P_p-52Ar1qiEwIt04HJPvQCq_r1l7MPgKgCWQ80MBVInOahGZzM8An_P31jZuBxolpFfjz-z2X0GI-tMg.WzFXW7DPK-XIfn_PudasDvAbFG-NDn6DRENLQQAcxRk&dib_tag=se&keywords=Smart+TV+energy+efficient&qid=1744047784&sr=8-3,3.8,
"WZATCO Yuva Go Pro Fully Automatic Native 1080P Android 13.0 Smart Projector, Auto Focus, Auto 4D Keystone, 4X Brighter, 4K HDR Support, Rotatable Design, WiFi 6 & BT, Screen Mirroring, ARC, Black",12990.0,https://www.amazon.in/WZATCO-Yuva-Go-Pro-Automatic/dp/B0DRJB9417/ref=sr_1_1?dib=eyJ2IjoiMSJ9.2lAqe0asQ5iASDEyNgqfEza3xTMQh6QaNxb2JRkwUx-sdx__8WwcoTNpbuG_je6ZGUm8UZCwXYHQS-8U8Zpr_0NKMnxV0_U7wPHKIO68FQFvngRqHzw1WDbdIr6Jd4AADF00tIFY9Fp_Y5kYA5QARKhQEyco0wPYsMPfivi8-Oy6Qw3XNN2HhqepMaXiPwpZ_IL8pSVGbqerpvKFVHvJeiQMvHs172YsqoqXK_uYq4M.Z8k42frNpeatCXe4MMyDNuQOeJKrGKqDvJ5yM_EcNAQ&dib_tag=se&keywords=Projector+energy+efficient&qid=1744047788&sr=8-1,4.3,
"WZATCO Yuva Go Android 13.0 Smart Projector, 2X Brighter, 1080P & 4K Support, Rotatable Design, Auto & 4D Keystone with Netflix, Prime etc, WiFi 6 & BT, Screen Mirroring, ARC, 720P Native, White",6990.0,https://www.amazon.in/WZATCO-Yuva-Go-Projector-Rotatable/dp/B0D6N9NHLD/ref=sr_1_2?dib=eyJ2IjoiMSJ9.2lAqe0asQ5iASDEyNgqfEza3xTMQh6QaNxb2JRkwUx-sdx__8WwcoTNpbuG_je6ZGUm8UZCwXYHQS-8U8Zpr_0NKMnxV0_U7wPHKIO68FQFvngRqHzw1WDbdIr6Jd4AADF00tIFY9Fp_Y5kYA5QARKhQEyco0wPYsMPfivi8-Oy6Qw3XNN2HhqepMaXiPwpZ_IL8pSVGbqerpvKFVHvJeiQMvHs172YsqoqXK_uYq4M.Z8k42frNpeatCXe4MMyDNuQOeJKrGKqDvJ5yM_EcNAQ&dib_tag=se&keywords=Projector+energy+efficient&qid=1744047788&sr=8-2,4.3,
"WZATCO Yuva Go Pro Native 1080P Android 13.0 Smart Projector, Auto Keystone, 4X Brighter, 4K HDR Support, Rotatable Design with Netflix, Prime etc, WiFi 6 & BT, Screen Mirroring, ARC, White",10990.0,https://www.amazon.in/WZATCO-Yuva-Go-Pro-Projector/dp/B0DF2P21Y5/ref=sr_1_3?dib=eyJ2IjoiMSJ9.2lAqe0asQ5iASDEyNgqfEza3xTMQh6QaNxb2JRkwUx-sdx__8WwcoTNpbuG_je6ZGUm8UZCwXYHQS-8U8Zpr_0NKMnxV0_U7wPHKIO68FQFvngRqHzw1WDbdIr6Jd4AADF00tIFY9Fp_Y5kYA5QARKhQEyco0wPYsMPfivi8-Oy6Qw3XNN2HhqepMaXiPwpZ_IL8pSVGbqerpvKFVHvJeiQMvHs172YsqoqXK_uYq4M.Z8k42frNpeatCXe4MMyDNuQOeJKrGKqDvJ5yM_EcNAQ&dib_tag=se&keywords=Projector+energy+efficient&qid=1744047788&sr=8-3,4.3,
Canon Pixma E477 All-in-One Wireless Ink Efficient Colour Printer (White/Blue),5899.0,https://www.amazon.in/Canon-E477-Wireless-Efficient-Printer/dp/B01JOFKL0A/ref=sr_1_1?dib=eyJ2IjoiMSJ9.RBJwzLf2JWpaTXWu4EqOPmNCrZZKVthNe8tBKwiSyyHow6QHqDlIfa_xKdlkezDHbDffDGyjpYQmJUBccXAgL1SpCXlW5LOi9ztL7RrHviJObwqnoD4J2UkGNIwdg25FUpvVgJiAydaQkxWYXmkFBVhNg4qHGGOmttJuziSJNLo-lsjylykUuvtXovzsGPscMEGA7MK21deXEhfnQFNDA3QPAhzMC7s6sc0oLtsHh2U.kmWlS0dlGlvXKZ5PpvqLMG4pM_oI74EGUXK9GeAD1kI&dib_tag=se&keywords=Printer+energy+efficient&qid=1744047791&sr=8-1,3.8,
Wall Mitra Jai Shree Shyam Led Neon Light Sign |Spiritual Ambiance | Bright Display | Use in Home | Use in Temple | Energy Efficient | Bright | Orange Colour(30x12),2899.0,https://www.amazon.in/Wall-Mitra-Spiritual-Ambiance-Efficient/dp/B0D7SC4Y7J/ref=sr_1_2?dib=eyJ2IjoiMSJ9.RBJwzLf2JWpaTXWu4EqOPmNCrZZKVthNe8tBKwiSyyHow6QHqDlIfa_xKdlkezDHbDffDGyjpYQmJUBccXAgL1SpCXlW5LOi9ztL7RrHviJObwqnoD4J2UkGNIwdg25FUpvVgJiAydaQkxWYXmkFBVhNg4qHGGOmttJuziSJNLo-lsjylykUuvtXovzsGPscMEGA7MK21deXEhfnQFNDA3QPAhzMC7s6sc0oLtsHh2U.kmWlS0dlGlvXKZ5PpvqLMG4pM_oI74EGUXK9GeAD1kI&dib_tag=se&keywords=Printer+energy+efficient&qid=1744047791&sr=8-2,,
Canon PIXMA MegaTank G3000 All in One WiFi Inktank Colour Printer with 2 Additional Black Ink Bottles,12999.0,https://www.amazon.in/Canon-G3000-Wireless-Colour-Printer/dp/B01H25A1AE/ref=sr_1_3?dib=eyJ2IjoiMSJ9.RBJwzLf2JWpaTXWu4EqOPmNCrZZKVthNe8tBKwiSyyHow6QHqDlIfa_xKdlkezDHbDffDGyjpYQmJUBccXAgL1SpCXlW5LOi9ztL7RrHviJObwqnoD4J2UkGNIwdg25FUpvVgJiAydaQkxWYXmkFBVhNg4qHGGOmttJuziSJNLo-lsjylykUuvtXovzsGPscMEGA7MK21deXEhfnQFNDA3QPAhzMC7s6sc0oLtsHh2U.kmWlS0dlGlvXKZ5PpvqLMG4pM_oI74EGUXK9GeAD1kI&dib_tag=se&keywords=Printer+energy+efficient&qid=1744047791&sr=8-3,4.1,
